id,date_of_accident_gpt-5-mini,date_of_accident_grok-4-fast-non-reasoning,date_of_accident_DeepSeek-R1-0528,date_of_accident_final_value,date_of_accident_confidence,num_people_involved_gpt-5-mini,num_people_involved_grok-4-fast-non-reasoning,num_people_involved_DeepSeek-R1-0528,num_people_involved_final_value,num_people_involved_confidence,num_drivers_gpt-5-mini,num_drivers_grok-4-fast-non-reasoning,num_drivers_DeepSeek-R1-0528,num_drivers_final_value,num_drivers_confidence,driver_ages_gpt-5-mini,driver_ages_grok-4-fast-non-reasoning,driver_ages_DeepSeek-R1-0528,driver_ages_final_value,driver_ages_confidence,driver_genders_gpt-5-mini,driver_genders_grok-4-fast-non-reasoning,driver_genders_DeepSeek-R1-0528,driver_genders_final_value,driver_genders_confidence,injury_severities_gpt-5-mini,injury_severities_grok-4-fast-non-reasoning,injury_severities_DeepSeek-R1-0528,injury_severities_final_value,injury_severities_confidence,num_vehicles_involved_gpt-5-mini,num_vehicles_involved_grok-4-fast-non-reasoning,num_vehicles_involved_DeepSeek-R1-0528,num_vehicles_involved_final_value,num_vehicles_involved_confidence,vehicle_types_gpt-5-mini,vehicle_types_grok-4-fast-non-reasoning,vehicle_types_DeepSeek-R1-0528,vehicle_types_final_value,vehicle_types_confidence,road_conditions_gpt-5-mini,road_conditions_grok-4-fast-non-reasoning,road_conditions_DeepSeek-R1-0528,road_conditions_final_value,road_conditions_confidence,human_factors_gpt-5-mini,human_factors_grok-4-fast-non-reasoning,human_factors_DeepSeek-R1-0528,human_factors_final_value,human_factors_confidence,infrastructure_gpt-5-mini,infrastructure_grok-4-fast-non-reasoning,infrastructure_DeepSeek-R1-0528,infrastructure_final_value,infrastructure_confidence,road_name_gpt-5-mini,road_name_grok-4-fast-non-reasoning,road_name_DeepSeek-R1-0528,road_name_final_value,road_name_confidence,locality_gpt-5-mini,locality_grok-4-fast-non-reasoning,locality_DeepSeek-R1-0528,locality_final_value,locality_confidence
493898,,2025-09-16 12:15:00+00:00,2025-09-16 12:15:00+00:00,2025-09-16 12:15:00+00:00,0.67,2,1,2,2,0.67,1,1,1,1,1,[69],[69],[69],[69],['1.00'],['female'],[],['female'],['female'],['0.67'],"['grievous', 'none']",['serious'],"['serious', 'none']","['serious', 'none']","['0.67', '0.67']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Republic Street,Republic Street,Republic Street,Republic Street,1,"Victoria, Gozo","Victoria, Gozo",Victoria,"Victoria, Gozo",0.67
493983,,2025-09-17 23:30:00+00:00,2025-09-16 23:30:00+00:00,2025-09-17 23:30:00+00:00,0.33,2,1,2,2,0.67,1,1,1,1,1,[26],[26],[26],[26],['1.00'],['male'],[],['male'],['male'],['0.67'],"['grievous', 'none']",['serious'],"['serious', 'none']","['serious', 'none']","['0.67', '0.67']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['parking'],['parking_area'],"['parking', 'parking_area']","['0.33', '0.33']",Triq il-Mina ta'Hompesch,Triq il-Mina ta'Hompesch,Triq il-Mina ta'Hompesch,Triq il-Mina ta'Hompesch,1,Żabbar,Zabbar,Zabbar,Zabbar,0.67
494102,,2025-01-01 06:30:00+00:00,,2025-01-01 06:30:00+00:00,0.33,2,1,2,2,0.67,2,2,2,2,1,"[46, None]","[46, None]","[46, None]","[46, None]","['1.00', '1.00']","['male', 'male']",[],"['male', 'male']","['male', 'male']","['0.67', '0.67']","['slight', 'slight']",['slight'],"['slight', 'slight']","['slight', 'slight']","['1.00', '0.67']",2,2,2,2,1,"['truck', 'car']","['truck', 'car']","['truck', 'car']","['truck', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],['road_rage'],['road_rage'],['0.33'],[],[],[],[],[],Triq it-Turisti,Triq it-Turisti,Triq it-Turisti,Triq it-Turisti,1,St Paul's Bay,St Paul's Bay,St Paul's Bay,St Paul's Bay,1
494209,,2025-09-18 20:45:00+00:00,2025-09-19 20:45:00+00:00,2025-09-18 20:45:00+00:00,0.33,2,1,2,2,0.67,2,2,2,2,1,"[54, 34]","[54, 34]","[54, 34]","[54, 34]","['1.00', '1.00']","['male', 'male']",[],"['male', 'male']","['male', 'male']","['0.67', '0.67']","['grievous', 'none']",['serious'],"['serious', 'none']","['serious', 'none']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq San Gwann t'Ghuxa,Triq San Gwann t'Ghuxa,Triq San Gwann t'Ghuxa,Triq San Gwann t'Ghuxa,1,Bormla,Bormla,Bormla,Bormla,1
494363,,2025-09-20 13:30:00+00:00,2025-09-20 13:30:00+00:00,2025-09-20 13:30:00+00:00,0.67,2,2,2,2,1,2,2,2,2,1,"[30, 34]","[30, 34]","[30, 34]","[30, 34]","['1.00', '1.00']","['male', 'male']",[],"['male', 'male']","['male', 'male']","['0.67', '0.67']","['na', 'grievous']","['grievous', 'pending']","['grievous', 'none']","['grievous', 'grievous']","['0.67', '0.33']",2,2,2,2,1,"['motorcycle', 'motorcycle']","['motorcycle', 'motorcycle']","['motorcycle', 'motorcycle']","['motorcycle', 'motorcycle']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq l-Għarb,Triq l-Gharb,Triq l-Gharb,Triq l-Gharb,0.67,Għarb,"Gharb, Gozo",Gharb,Għarb,0.33
494368,,2025-09-20 13:30:00+00:00,2025-09-20 13:30:00+00:00,2025-09-20 13:30:00+00:00,0.67,2,2,2,2,1,2,2,2,2,1,"[30, 34]","[30, 34]","[30, 34]","[30, 34]","['1.00', '1.00']","['male', 'male']",[],"['male', 'male']","['male', 'male']","['0.67', '0.67']","['na', 'grievous']","['grievous', 'pending']","['grievous', 'none']","['grievous', 'grievous']","['0.67', '0.33']",2,2,2,2,1,"['motorcycle', 'motorcycle']","['motorcycle', 'motorcycle']","['motorcycle', 'motorcycle']","['motorcycle', 'motorcycle']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq l-Għarb,Triq l-Gharb,Triq l-Gharb,Triq l-Gharb,0.67,Għarb,"Gharb, Gozo",Gharb,Għarb,0.33
494438,,2025-09-21 08:30:00+00:00,2025-09-21 08:30:00+00:00,2025-09-21 08:30:00+00:00,0.67,2,1,2,2,0.67,1,1,1,1,1,[75],[75],[75],[75],['1.00'],['male'],[],['male'],['male'],['0.67'],"['grievous', 'none']",['serious'],"['serious', 'none']","['serious', 'none']","['0.67', '0.67']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Sa Maison,,Sa Maison,Sa Maison,0.67,Pietà,Pieta,Pieta,Pieta,0.67
494571,,2025-09-22 19:00:00+00:00,2025-09-23 19:00:00+00:00,2025-09-22 19:00:00+00:00,0.33,2,1,2,2,0.67,2,2,2,2,1,"[None, 42]","[42, None]","[42, None]","[42, None]","['0.67', '0.67']","['na', 'male']",[],"['na', 'na']","['na', 'male']","['0.67', '0.33']","['none', 'grievous']",['serious'],"['serious', 'none']","['serious', 'grievous']","['0.67', '0.33']",2,2,2,2,1,"['car', 'motorcycle']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['0.67', '0.67']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Bella Vista Street,Bella Vista Street,Bella Vista Street,Bella Vista Street,1,San Ġwann,San Gwann,San Gwann,San Gwann,0.67
494727,,2025-09-24 08:00:00+00:00,2025-09-24 08:00:00+00:00,2025-09-24 08:00:00+00:00,0.67,2,1,2,2,0.67,1,1,1,1,1,[82],[82],[82],[82],['1.00'],['male'],[],['male'],['male'],['0.67'],"['grievous', 'none']",['serious'],"['serious', 'none']","['serious', 'none']","['0.67', '0.67']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq Marsalforn,Triq Marsalforn,Triq Marsalforn,Triq Marsalforn,1,Gozo,Gozo,Gozo,Gozo,1
494856,,2025-09-25 14:15:00+00:00,2025-09-25 14:15:00+00:00,2025-09-25 14:15:00+00:00,0.67,2,1,2,2,0.67,1,1,1,1,1,[58],[58],[58],[58],['1.00'],['male'],[],['male'],['male'],['0.67'],"['grievous', 'none']",['grievous'],"['grievous', 'none']","['grievous', 'none']","['1.00', '0.67']",1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq ir-Repubblika,Triq ir-Repubblika,Triq ir-Repubblika,Triq ir-Repubblika,1,"Rabat, Gozo","Rabat, Gozo",Rabat,"Rabat, Gozo",0.67
494910,,2025-09-26 18:00:00+00:00,2025-09-26 18:00:00+00:00,2025-09-26 18:00:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[28, 33]","[33, 28]","[33, 28]","[33, 28]","['0.67', '0.67']","['female', 'male']",[],"['male', 'female']","['female', 'male']","['0.33', '0.33']","['grievous', 'none']",['grievous'],"['grievous', 'none']","['grievous', 'none']","['1.00', '0.67']",2,2,2,2,1,"['car', 'motorcycle']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['0.67', '0.67']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq Sant Antnin,Triq Sant Antnin,Triq Sant Antnin,Triq Sant Antnin,1,Marsascala,Marsascala,Marsascala,Marsascala,1
495320,,2022-03-19 00:00:00+00:00,,2022-03-19 00:00:00+00:00,0.33,1,0,,1,0.33,1,1,,1,0.67,[None],[],,[None],['0.33'],['female'],[],,['female'],['0.33'],['none'],[],,['none'],['0.33'],1,7,,1,0.33,['car'],"['car', 'car', 'car', 'car', 'car', 'car', 'car']",,"['car', 'car', 'car', 'car', 'car', 'car', 'car']","['0.67', '0.33', '0.33', '0.33', '0.33', '0.33', '0.33']",[],[],,[],[],[],['drunk'],,['drunk'],['0.33'],[],[],,[],[],Naxxar Road,Naxxar Road,,Naxxar Road,0.67,Birkirkara,Birkirkara,,Birkirkara,0.67
495442,,2025-10-02 15:00:00+00:00,2025-10-02 14:00:00+00:00,2025-10-02 15:00:00+00:00,0.33,0,0,1,1,0.33,0,1,1,1,0.67,[],[],[None],[None],['0.33'],[],[],['na'],['na'],['0.33'],[],[],['none'],['none'],['0.33'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],[],['highway'],['highway'],['0.33'],Mriehel bypass,,Mriehel bypass,Mriehel bypass,0.67,Mriehel,Mriehel bypass,Mriehel,Mriehel,0.67
495504,,2025-10-02 05:30:00+00:00,2025-10-02 05:30:00+00:00,2025-10-02 05:30:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[47, 53]","[47, 53]","[47, 53]","[47, 53]","['1.00', '1.00']","['male', 'female']",[],"['male', 'female']","['male', 'female']","['0.67', '0.67']","['grievous', 'none']",['grievous'],"['grievous', 'none']","['grievous', 'none']","['1.00', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq l-Imgarr,Triq l-Imgarr,Triq l-Imgarr,Triq l-Imgarr,1,Qala,"Qala, Gozo",Qala,Qala,0.67
495595,,2025-10-02 16:20:00+00:00,2025-10-02 16:20:00+00:00,2025-10-02 16:20:00+00:00,0.67,4,4,4,4,1,1,1,1,1,1,[None],[],[None],[None],['0.67'],['na'],[],['na'],['na'],['0.67'],"['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['1.00', '1.00', '1.00', '1.00']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],"['highway', 'road']",[],['highway'],"['road', 'highway']","['0.33', '0.67']",D8 state road near Bunica,,D8 state road,D8 state road near Bunica,0.33,"Senj, Croatia","D8 state road near Bunica, Croatia",Bunica,"Senj, Croatia",0.33
495731,,2025-10-02 16:20:00+00:00,,2025-10-02 16:20:00+00:00,0.33,4,4,,4,0.67,1,1,,1,0.67,[None],[],,[None],['0.33'],['na'],[],,['na'],['0.33'],"['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']",,"['dead', 'dead', 'dead', 'dead']","['0.67', '0.67', '0.67', '0.67']",1,1,,1,0.67,['car'],['car'],,['car'],['0.67'],[],[],,[],[],[],[],,[],[],"['highway', 'road']",[],,"['road', 'highway']","['0.33', '0.33']",D8 state road near Bunica,,,D8 state road near Bunica,0.33,"Senj, Croatia","D8 state road near Bunica, Croatia",,"Senj, Croatia",0.33
495802,,2025-07-16 00:00:00+00:00,2025-07-16 00:00:00+00:00,2025-07-16 00:00:00+00:00,0.67,1,1,2,1,0.67,0,1,1,1,0.67,[],[],[None],[None],['0.33'],[],[],['na'],['na'],['0.33'],['critical'],['critical'],"['critical', 'dead']","['critical', 'dead']","['1.00', '0.33']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['crosswalk'],[],['crosswalk'],['0.33'],,,,,0,Bugibba,,,Bugibba,0.33
495807,,2025-10-04 23:00:00+00:00,2025-10-05 23:00:00+00:00,2025-10-04 23:00:00+00:00,0.33,7,6,7,7,0.67,3,3,3,3,1,"[49, 19, 50]","[49, 19, 50]","[49, 19, 50]","[49, 19, 50]","['1.00', '1.00', '1.00']","['male', 'male', 'male']",[],"['male', 'male', 'male']","['male', 'male', 'male']","['0.67', '0.67', '0.67']","['slight', 'slight', 'slight', 'slight', 'slight', 'serious', 'slight']","['serious', 'slight', 'slight', 'slight', 'serious', 'slight']","['slight', 'slight', 'slight', 'slight', 'slight', 'serious', 'slight']","['slight', 'slight', 'slight', 'slight', 'slight', 'serious', 'slight']","['0.67', '1.00', '1.00', '1.00', '0.67', '0.67', '0.67']",3,3,3,3,1,"['car', 'car', 'car']","['car', 'car', 'car']","['car', 'car', 'car']","['car', 'car', 'car']","['1.00', '1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],['highway'],['highway'],['0.33'],Gudja Bypass,,Gudja Bypass,Gudja Bypass,0.67,Gudja,Gudja Bypass,Gudja,Gudja,0.67
495896,,2025-10-02 16:20:00+00:00,2025-10-02 00:00:00+00:00,2025-10-02 16:20:00+00:00,0.33,4,4,4,4,1,1,1,1,1,1,[None],[],[None],[None],['0.67'],['na'],[],['na'],['na'],['0.67'],"['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['1.00', '1.00', '1.00', '1.00']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],['road'],[],[],['road'],['0.33'],D8 state road near Bunica,,D8 state road,D8 state road near Bunica,0.33,"Senj, Croatia","D8 state road near Bunica, Croatia","Bunica, near Senj","Senj, Croatia",0.33
495942,,2024-09-23 00:00:00+00:00,2024-09-23 00:00:00+00:00,2024-09-23 00:00:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[49, None]","[49, None]","[49, None]","[49, None]","['1.00', '1.00']","['male', 'male']",[],"['na', 'na']","['male', 'male']","['0.33', '0.33']","['slight', 'slight']",['slight'],"['slight', 'none']","['slight', 'slight']","['1.00', '0.33']",2,2,2,2,1,"['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq Censu Tabone,Triq Censu Tabone,Triq Censu Tabone,Triq Censu Tabone,1,St Paul's Bay,St Paul's Bay,St Paul's Bay,St Paul's Bay,1
495969,,2025-07-16 00:00:00+00:00,2025-07-16 00:00:00+00:00,2025-07-16 00:00:00+00:00,0.67,1,1,2,1,0.67,0,1,1,1,0.67,[],[],[None],[None],['0.33'],[],[],['na'],['na'],['0.33'],['critical'],['critical'],"['critical', 'dead']","['critical', 'dead']","['1.00', '0.33']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['crosswalk'],[],['crosswalk'],['0.33'],,,,,0,Bugibba,,,Bugibba,0.33
496006,,2025-10-05 00:00:00+00:00,2025-10-05 00:00:00+00:00,2025-10-05 00:00:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[34, None]","[34, None]","[34, None]","[34, None]","['1.00', '1.00']","['male', 'male']",[],"['na', 'na']","['male', 'male']","['0.33', '0.33']","['none', 'grievous']",['slight'],"['slight', 'none']","['slight', 'grievous']","['0.67', '0.33']",2,2,2,2,1,"['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['1.00', '1.00']",[],[],[],[],[],['drunk'],['drunk'],['drunk'],['drunk'],['1.00'],['roundabout'],['roundabout'],['roundabout'],['roundabout'],['1.00'],Saqqajja Hill roundabout,,Saqqajja Hill,Saqqajja Hill roundabout,0.33,,Saqqajja Hill,Rabat,Saqqajja Hill,0.33
496158,,2025-10-02 16:20:00+00:00,2025-10-02 00:00:00+00:00,2025-10-02 16:20:00+00:00,0.33,4,4,4,4,1,1,1,1,1,1,[None],[],[None],[None],['0.67'],['na'],[],['na'],['na'],['0.67'],"['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['dead', 'dead', 'dead', 'dead']","['1.00', '1.00', '1.00', '1.00']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],[],[],[],[],['road'],[],[],['road'],['0.33'],D8 state road near Bunica,,D8 state road,D8 state road near Bunica,0.33,"Senj, Croatia","D8 state road near Bunica, Croatia","Bunica, near Senj","Senj, Croatia",0.33
496202,,2025-10-09 09:30:00+00:00,2025-10-09 09:30:00+00:00,2025-10-09 09:30:00+00:00,0.67,2,1,2,2,0.67,2,2,2,2,1,"[61, 67]","[61, 67]","[61, 67]","[61, 67]","['1.00', '1.00']","['male', 'female']",[],"['male', 'female']","['male', 'female']","['0.67', '0.67']","['grievous', 'none']",['serious'],"['grievous', 'none']","['grievous', 'none']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq il-Belt Valletta,Triq il-Belt Valletta,Triq il-Belt Valletta,Triq il-Belt Valletta,1,Żurrieq,Zurrieq,Żurrieq,Żurrieq,0.67
496274,2025-10-09 15:07:23+00:00,2025-10-09 14:00:00+00:00,,2025-10-09 15:07:23+00:00,0.33,1,1,,1,0.67,1,1,,1,0.67,[None],[0],,[None],['0.33'],['male'],[''],,['male'],['0.33'],['none'],['none'],,['none'],['0.67'],1,1,,1,0.67,['car'],['car'],,['car'],['0.67'],[],[],,[],[],[],[],,[],[],[],[],,[],[],Triq Sant Anna,Triq Sant Anna,,Triq Sant Anna,0.67,Floriana,Floriana,,Floriana,0.67
496362,2025-10-10 09:00:00+00:00,2025-10-10 09:00:00+00:00,2025-10-10 09:00:00+00:00,2025-10-10 09:00:00+00:00,1,5,5,5,5,1,4,4,4,4,1,"[35, 43, 67, 55]","[35, 43, 67, 55]","[35, 43, 67, 55]","[35, 43, 67, 55]","['1.00', '1.00', '1.00', '1.00']","['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['1.00', '1.00', '1.00', '1.00']","['none', 'grievous', 'slight', 'none', 'none']","['grievous', 'slight', 'none', 'none', 'none']","['none', 'grievous', 'slight', 'none', 'none']","['none', 'grievous', 'slight', 'none', 'none']","['0.67', '0.67', '0.67', '1.00', '1.00']",4,4,4,4,1,"['truck', 'motorcycle', 'car', 'car']","['truck', 'motorcycle', 'car', 'car']","['truck', 'motorcycle', 'car', 'car']","['truck', 'motorcycle', 'car', 'car']","['1.00', '1.00', '1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Triq l-Imgarr,Triq l-Imgarr,Triq l-Imgarr,Triq l-Imgarr,1,Ghajnsielem,Ghajnsielem,Għajnsielem,Ghajnsielem,0.67
